|name      |ra        |dec      |app_mag|spect_type|result_parallax|bv_color|ub_color|ri_color|
|Gl 225.2A |06 00 21.5|-31 02 09|  8.28 |K5 V      | 66.0          | 1.14   | 0.94   | 0.52   |
|NN 3148A  |02 16 38.3|-30 59 32| 12.00 |M4        | 88.0          |        |        | 1.16   |
|NN 3149B  |02 16 32.3|-30 58 20| 13.00 |M4        | 88.0          |        |        | 1.26   |
|NN 4097   |19 08 31.3|-30 58 17|  7.82 |K0 V      | 39.0          |        |        |        |
|Wo 9079   |02 21 21.6|-30 56 07|  8.81 |K3 V      | 32.0          | 0.93   | 0.66   | 0.32   |
|Wo 9043   |01 08 57.0|-30 55 43|  9.10 |G8/K0 V   | 21.0          | 0.79   | 0.37   | 0.40   |
|Gl 539.2  |14 09 28.9|-30 55 40| 11.81 |M0        | 44.5          | 1.50   |        | 0.79   |
|NN 3914   |15 43 21.6|-30 55 34| 13.10 |m         | 40.0          |        |        | 1.08   |
|Gl 790    |20 27 44.0|-30 51 39|  6.61 |G5 V      | 56.3          | 0.73   | 0.28   | 0.24   |
|NN 3964   |16 35 45.8|-30 50 37| 12.68 |M3.5      | 46.0          | 1.54   | 1.02   | 1.05   |
|Wo 9407   |12 29 17.6|-30 50 11|  9.06 |K0 V      | 20.0          | 0.79   | 0.24   | 0.26   |
|Gl 89     |02 12 54.1|-30 43 29|  5.28 |A2 Vn     | 63.0          |-0.02   |-0.06   |-0.00   |
|Gl 141.2  |03 26 09.8|-30 37 15|  7.88 |G8 V      | 32.0          | 0.71   | 0.21   | 0.38   |
|Wo 9577   |16 46 46.2|-30 36 57| 10.59 |K5        | 34.0          | 1.41   | 1.26   |        |
|Gl 377    |10 01 15.3|-30 23 58| 11.43 |M3        | 73.3          | 1.49   | 1.10   | 1.07   |
|Gl 42     |00 52 58.9|-30 21 25|  7.17 |K3 V      | 69.0          | 0.93   | 0.68   | 0.33   |
|Gl 446    |11 47 16.4|-30 16 59|  6.48 |G5 V      | 54.0          | 0.68   | 0.20   | 0.24   |
|GJ 2147   |20 10 57.8|-30 12 58| 12.18 |DA4       | 79.0          | 0.07   |-0.66   |        |
|NN 3350   |05 31 03.2|-30 11 20| 13.00 |m         | 50.0          |        |        | 1.13   |
|NN 3135   |02 05 51.5|-30 10 42| 12.15 |M3.5      | 65.0          |        |        | 1.08   |
|Gl 412.2  |11 07 55.8|-30 10 21|  6.54 |G2 V      | 49.5          | 0.60   | 0.08   | 0.21   |
|Wo 9608   |17 58 52.6|-30 09 48|  9.37 |K0 V      | 19.0          | 0.79   | 0.35   | 0.30   |
|Wo 9094   |02 40 36.8|-30 08 11|  8.02 |G0 V      | 21.0          | 0.56   |-0.02   | 0.22   |
|NN 4013   |17 38 04.2|-30 00 49| 10.94 |k-m       | 60.0          | 1.47   | 1.22   |        |
|Gl 862    |22 29 14.0|-30 00 26|  7.65 |K5 V      | 75.2          | 1.10   | 1.00   | 0.38   |
|Gl 306.1  |08 25 48.8|-29 55 34|  7.81 |G4 V      | 30.0          | 0.67   | 0.17   | 0.27   |
|Gl 60B    |01 35 00.4|-29 54 40|  8.00 |K4 V      | 58.0          |        |        |        |
|Gl 60C    |01 35 00.4|-29 54 40| 10.40 |M2 V      | 58.0          |        |        |        |
|Gl 60A    |01 35 00.4|-29 54 40|  7.78 |K3 V      | 58.0          | 0.92   | 0.57   | 0.39   |
|NN 3017   |00 15 37.4|-29 46 02| 14.31 |dM3.4     | 56.0          | 1.57   | 0.82   | 1.33   |
|NN 3065   |00 55 47.7|-29 40 40|  9.48 |K5 V      | 40.0          | 1.18   | 1.14   | 0.47   |
|Gl 868    |22 40 42.0|-29 40 25|  7.82 |K5 Ve     | 69.1          | 1.13   | 1.00   | 0.44   |
|NN 3597   |10 23 55.2|-29 38 50|  6.94 |G5 V      | 43.0          | 0.65   | 0.39   |        |
|Gl 881    |22 57 38.3|-29 37 14|  1.16 |A3 V      |153.7          | 0.09   | 0.08   |-0.06   |
|NN 4162   |20 45 46.3|-29 27 08| 13.40 |m         | 48.0          |        |        | 1.17   |
|NN 4157   |20 43 16.6|-29 25 16|  6.95 |G5 V      | 43.0          | 0.67   |        | 0.24   |
|GJ 1291AB |23 50 14.6|-29 24 07|  7.94 |K1 V      | 40.0          | 0.84   | 0.43   | 0.30   |
|Gl 296.1  |08 06 59.7|-29 23 56|  6.80 |G4 IV-V   | 51.5          | 0.60   | 0.03   | 0.22   |
|Gl 62     |01 37 07.4|-29 23 32|  8.14 |K0 V      | 36.0          | 0.86   | 0.61   | 0.28   |
|NN 4289B  |22 38 24.2|-29 20 53| 12.64 |m         | 71.0          |        |        | 1.16   |
|NN 4288A  |22 38 23.2|-29 20 47| 10.92 |m         | 71.0          |        |        | 0.97   |
|NN 3466AB |07 54 52.8|-29 20 34| 13.38 |M4        | 80.0          |        |        | 1.33   |
|NN 3680   |11 41 09.5|-29 11 57|  6.44 |G0 V      | 31.7          | 0.66   | 0.19   |        |
|GJ 1181AB |13 55 03.4|-29 05 24|  9.59 |K7 V      | 71.0          | 1.45   | 1.22   | 0.76   |
|NN 3615   |10 43 29.5|-29 03 45|  7.74 |K1 V      | 48.0          | 0.89   | 0.56   |        |
|NN 3303   |04 36 54.0|-29 03 36| 13.70 |M3.5      | 41.0          |        |        | 1.17   |
|Gl 127A   |03 12 03.2|-28 59 46|  3.95 |F7 IV     | 72.7          | 0.51   | 0.05   | 0.20   |
|Gl 127B   |03 12 03.2|-28 59 46|  6.70 |G7 V      | 72.7          |        |        |        |
|NN 4074   |18 45 58.1|-28 55 47| 12.65 |k         | 41.0          | 1.53   | 1.12   |        |
|GJ 1031   |01 08 15.1|-28 48 18| 13.42 |dM5       | 76.0          | 1.70   |        | 1.29   |
|NN 3394   |06 24 44.3|-28 46 44|  6.39 |G0 V      | 45.0          | 0.62   |        |        |
|Gl 209.1  |05 37 44.3|-28 41 24|  5.30 |F5 V      | 49.0          | 0.46   | 0.10   | 0.26   |
|Gl 652    |17 04 28.0|-28 34 43|  6.58 |G8 IV-V   | 69.8          | 0.83   | 0.54   | 0.38   |
|GJ 2037   |04 55 40.8|-28 33 36|  8.13 |K3/4 V    | 57.0          | 1.07   | 0.96   | 0.39   |
|Wo 9219   |06 53 32.4|-28 32 00|  6.03 |G5 IV     | 41.4          | 0.72   | 0.27   | 0.24   |
|NN 3945   |16 14 23.1|-28 30 08| 12.96 |M3.5      | 62.0          |        |        | 1.19   |
|NN 4272   |22 19 20.4|-28 23 07| 14.80 |m         | 45.0          |        |        | 1.32   |
|Gl 510    |13 25 50.7|-28 22 23| 11.02 |M2.5      | 71.0          | 1.53   | 1.16   | 1.15   |
|Wo 9553   |16 19 08.1|-28 17 25|  7.67 |G0 V      | 23.0          | 0.61   | 0.12   |        |
|Gl 412.3  |11 08 08.6|-28 16 04|  9.33 |K7 V      | 54.0          | 1.25   | 1.18   | 0.54   |
|GJ 1054B  |03 07 54.5|-28 14 03| 13.09 |m+        | 46.0          | 1.64   | 1.22   | 1.07   |
|GJ 1054A  |03 07 56.5|-28 12 57| 10.24 |K7 V      | 46.0          | 1.41   | 1.08   | 0.76   |
|NN 3877   |14 56 40.4|-28 09 10| 17.05 |dM8       |161.0          | 1.34   |        |        |
|NN 3067   |00 56 19.2|-28 08 16| 10.96 |          | 43.9          | 0.96   | 0.72   | 0.38   |
|Wo 9107   |03 01 36.4|-28 05 07|  5.88 |G5 IV     | 39.5          | 0.79   | 0.33   | 0.31   |
|Gl 84.1A  |02 05 22.3|-28 04 29| 10.92 |M0.5      | 47.0          | 1.40   | 1.15   | 0.73   |
|NN 3816   |13 56 22.8|-28 03 45| 15.30 |m         | 53.0          |        |        | 1.43   |
|Gl 84.1B  |02 05 23.3|-28 03 35| 12.80 |M3.5      | 47.0          | 1.50   | 1.12   | 1.15   |
|NN 3654   |11 16 39.9|-27 56 41| 13.70 |M4        | 64.0          |        |        | 1.28   |
|Gl 154.1A |03 45 23.3|-27 51 53|  8.25 |K5 V      | 48.0          | 1.00   | 0.80   | 0.40   |
|Gl 154.1B |03 45 23.3|-27 51 53| 11.60 |M3 V      | 48.0          |        |        |        |
|Gl 46     |00 58 23.0|-27 51 07| 11.77 |M3.5      | 71.7          | 1.57   | 1.14   | 1.19   |
|GJ 2112AB |15 22 11.8|-27 50 12| 13.28 |M3 :      | 60.0          | 1.70   |        | 1.21   |
|NN 3525   |08 59 42.8|-27 48 57|  6.87 |G5 V      | 46.0          | 0.69   | 0.26   |        |
|GJ 1145   |11 17 07.0|-27 48 48|  9.79 |M0 V      | 58.0          | 1.40   | 1.21   | 0.64   |
|Gl 366.1B |09 44 12.0|-27 46 13|  5.60 |F8 V      | 52.0          |        |        |        |
|Gl 366.1A |09 44 12.0|-27 46 13|  5.45 |F6 V      | 52.0          | 0.51   | 0.35   | 0.30   |
|Gl 791    |20 27 42.1|-27 44 09| 11.41 |M3        | 79.6          | 1.52   | 1.12   | 1.04   |
|Gl 453    |11 58 00.3|-27 41 54|  6.98 |K5 V      |101.9          | 1.15   | 1.10   | 0.42   |
|Wo 9643   |19 06 56.5|-27 40 00|  3.32 |K1 III    | 43.1          | 1.19   | 1.15   |        |
|NN 4362   |23 48 37.7|-27 39 25| 12.40 |M3.5:     | 53.0          |        |        | 1.06   |
|Wo 9143   |04 05 37.0|-27 39 08|  5.58 |F1 IV     | 43.1          | 0.32   | 0.05   |        |
|NN 3088   |01 19 50.0|-27 26 46| 14.20 |m         | 40.0          |        |        | 1.22   |
|NN 3062   |00 50 20.3|-27 26 16|  9.60 |A3        | 20.0          | 0.89   | 0.40   |        |
|GJ 2015   |00 51 22.2|-27 23 11| 10.41 |K0        | 21.0          | 1.08   | 0.92   |        |
|Gl 243    |06 44 51.8|-27 20 47|  6.45 |G2 V      | 40.0          | 0.54   |-0.03   | 0.32   |
|GJ 1060B  |03 28 51.5|-27 19 06| 13.80 |sdM3      | 57.6          |        |        | 1.18   |
|GJ 1060A  |03 28 51.5|-27 19 00| 14.00 |DA5       | 57.6          |        |        |        |
|Gl 836.1  |21 39 08.9|-27 18 19|  6.73 |G4 IV-V   | 45.4          | 0.62   | 0.16   | 0.32   |
|NN 3642AB |11 05 20.5|-27 17 37|  5.63 |F3 IV   J | 40.3          | 0.37   | 0.04   |        |
|NN 3963   |16 35 24.8|-27 17 26| 14.20 |m         | 57.0          |        |        | 1.31   |
|Gl 540.1  |14 12 46.3|-27 15 38|  5.09 |K2 III    | 46.7          | 1.15   | 1.13   | 0.54   |
|GJ 2005   |00 24 42.2|-27 09 23| 15.42 |M5.5      |132.8          |        |        | 1.78   |
|Gl 7      |00 09 01.6|-27 07 24| 11.72 |m         | 29.0          | 1.50   | 1.15   | 0.72   |
|Gl 785    |20 15 12.3|-27 01 48|  5.73 |K0 V      |108.8          | 0.88   | 0.64   | 0.32   |
|Gl 236    |06 32 07.0|-27 01 46| 11.41 |M0        | 67.3          | 1.37   |        | 0.89   |
|Gl 18     |00 24 23.3|-27 01 41|  7.92 |K3 V      | 52.0          | 0.95   | 0.66   | 0.36   |
|Gl 17.2   |00 22 22.6|-27 01 40|  8.30 |K3 V      | 39.0          | 0.90   | 0.62   | 0.32   |
|Wo 9657A  |19 29 52.4|-26 59 07|  5.52 |K3 III    | 21.0          | 1.12   | 1.35   | 0.36   |
|Wo 9657B  |19 29 52.4|-26 59 07|  8.69 |          | 21.0          | 0.86   | 0.32   |        |
|NN 3908   |15 31 39.6|-26 54 58| 13.70 |M3.5      | 43.0          |        |        | 1.18   |
|NN 3092B  |01 22 10.0|-26 54 19| 14.85 |m         | 46.0          |        |        | 1.41   |
|NN 3091A  |01 22 08.0|-26 53 25|  8.30 |K2 V      | 46.0          |        |        | 0.34   |
|NN 3101   |01 36 02.1|-26 46 42| 13.33 |m         | 51.0          |        |        |        |
|Gl 76     |01 47 38.6|-26 44 46|  8.98 |K1 V      | 23.0          | 0.81   | 0.44   | 0.28   |
|NN 3905   |15 26 01.9|-26 42 23|  8.84 |K3/4 V    | 42.0          | 1.05   | 0.92   | 0.40   |
|Gl 538.1  |14 06 22.1|-26 40 47|  3.27 |K2 III    | 50.0          | 1.12   | 1.04   | 0.40   |
|GJ 2019   |01 00 37.1|-26 38 09| 10.11 |K0        | 49.9          | 0.76   | 0.28   |        |
|Gl 663B   |17 15 22.5|-26 35 15|  5.11 |K1 Ve     |187.6          | 0.86   | 0.63   |        |
|Gl 663A   |17 15 22.5|-26 35 09|  5.07 |K1 Ve     |187.6          | 0.85   | 0.53   | 0.32   |
|Gl 664    |17 16 15.5|-26 31 53|  6.33 |K5 Ve     |182.0          | 1.16   | 1.07   | 0.44   |
|Wo 9024   |00 44 25.5|-26 31 05|  7.79 |G5 V      | 28.0          | 0.67   | 0.17   |        |
|NN 3594   |10 18 25.4|-26 29 57|  7.94 |K0 V      | 46.0          | 0.94   |        |        |
|Gl 131    |03 14 43.8|-26 26 55|  9.15 |K7 V      | 58.2          | 1.24   | 1.10   | 0.49   |
|NN 3085   |01 19 22.6|-26 24 15| 13.46 |m         | 41.0          |        |        |        |
|NN 3791   |13 34 26.8|-26 21 57| 14.00 |m         | 56.0          |        |        | 1.28   |
|Gl 825.4B |21 19 47.3|-26 20 53|  9.60 |dG6       | 56.5          |        |        |        |
|Gl 825.4A |21 19 47.3|-26 20 53|  6.63 |G5 V      | 56.5          | 0.73   | 0.23   | 0.29   |
|Gl 105.3  |02 39 08.6|-26 18 55|  8.76 |G2 V-VI   | 47.5          | 0.60   | 0.01   | 0.34   |
|Gl 811    |20 56 46.7|-26 17 44|  5.70 |F8 V      | 45.0          | 0.50   |-0.04   | 0.17   |
|NN 3055   |00 46 54.2|-26 08 13| 13.98 |M3 :      | 40.0          | 1.64   | 1.24   |        |
|NN 3648   |11 11 59.8|-26 08 07|  7.05 |G8/K0 V   | 45.0          | 0.77   | 0.38   |        |
|Gl 563.2B |14 49 35.6|-26 06 25| 12.06 |M3        | 48.0          | 1.52   | 1.05   | 0.93   |
|Gl 563.2A |14 49 37.6|-26 06 12| 11.66 |M3        | 48.0          | 1.49   | 1.05   | 0.87   |
|Gl 167.2  |04 17 07.3|-26 03 17| 11.80 |M0        | 51.7          | 1.38   | 1.10   | 0.74   |
|GJ 1039   |01 25 24.0|-26 00 24| 14.95 |DC7       | 54.0          | 0.40   |-0.55   |        |
|GJ 1196   |15 54 39.4|-26 00 23|  9.28 |K5 V      | 47.0          | 1.24   | 1.23   | 0.49   |
|Gl 95     |02 18 59.3|-25 57 08|  6.34 |G5 V      | 80.5          | 0.73   | 0.18   | 0.26   |
|Gl 259    |07 01 13.4|-25 56 56|  6.71 |K0 Ve     | 74.0          | 0.89   | 0.62   | 0.30   |
|Gl 891    |23 10 13.0|-25 55 54| 11.27 |M2.5      | 77.7          | 1.52   | 1.20   | 0.94   |
|NN 3780   |13 23 40.1|-25 54 32| 12.90 |m         | 79.0          |        |        | 1.24   |
|GJ 2020   |01 01 49.2|-25 53 10|  9.75 |F0 V      | 84.9          | 0.33   | 0.01   |        |
|Wo 9212A  |06 27 11.6|-25 51 12|  6.07 |F9 V      | 35.0          | 0.53   | 0.05   |        |
|Wo 9212B  |06 27 11.6|-25 51 12| 11.57 |K7        | 35.0          | 1.04   | 0.14   |        |
|Wo 9287B  |09 08 37.7|-25 50 24| 13.00 |          | 34.0          |        |        |        |
|Wo 9287A  |09 08 37.7|-25 50 24|  6.77 |G1 V      | 34.0          | 0.57   | 0.03   |        |
|Gl 542.1B |14 19 01.9|-25 49 11| 13.30 |          | 39.0          |        |        |        |
|Gl 542.1A |14 19 01.9|-25 49 11|  5.87 |F5 V      | 39.0          | 0.50   |-0.10   | 0.20   |
|NN 3096   |01 22 46.4|-25 48 20| 13.05 |m         | 45.0          |        |        |        |
|NN 3070   |01 01 54.3|-25 45 47| 11.84 |          | 41.9          | 1.23   |        | 0.53   |
|Wo 9630   |18 37 12.5|-25 40 01|  7.44 |G5 V      | 41.4          | 0.69   | 0.21   |        |
|Gl 293.2  |07 58 02.9|-25 37 22|  8.42 |K3 V      | 51.2          | 1.05   | 0.84   | 0.38   |
|GJ 2018   |01 00 16.5|-25 36 51|  9.95 |K2        | 27.0          | 1.11   | 1.05   | 0.41   |
|Wo 9036   |01 04 24.0|-25 36 01|  9.80 |K5 V      | 35.0          | 1.19   | 1.14   | 0.48   |
|GJ 2017   |00 59 51.6|-25 35 26|  9.87 |G0        | 57.9          | 0.50   |        |        |
|NN 4137   |20 10 54.9|-25 34 28| 14.98 |m         | 45.0          |        |        | 1.34   |
|Gl 561.1B |14 46 01.6|-25 26 35|  7.14 |dF9       | 31.0          |        |        |        |
|Gl 561.1A |14 46 00.6|-25 26 29|  5.10 |F2 III-IV | 31.0          | 0.34   | 0.09   | 0.18   |
|Gl 713.1  |18 27 58.4|-25 25 11|  2.82 |K1+ IIIb  | 59.7          | 1.04   | 0.89   | 0.50   |
|Gl 579.4  |15 13 30.2|-25 18 29|  6.45 |G5 V      | 54.0          | 0.70   | 0.33   | 0.22   |
|Gl 805    |20 46 05.6|-25 16 06|  4.13 |F5 V      | 77.0          | 0.43   | 0.02   | 0.14   |
|NN 3258   |03 56 28.8|-25 10 40|  6.88 |G8 V      | 55.0          |        |        |        |
|NN 3293   |04 28 35.8|-25 09 50| 12.00 |M2.5      | 55.0          |        |        | 1.02   |
|NN 4007   |17 27 15.8|-25 09 11| 13.35 |M3.5      | 53.0          |        |        | 1.20   |
|NN 3934   |16 02 24.9|-25 05 30| 13.20 |m         | 49.0          |        |        | 1.15   |
|Gl 120.1C |02 57 13.0|-24 58 29|  7.83 |K2 V      | 44.0          | 0.95   | 0.74   |        |
|Gl 120.1A |02 57 14.0|-24 58 05|  8.03 |K1/2 V    | 44.0          | 0.87   | 0.52   |        |
|Gl 120.1B |02 57 14.0|-24 58 05|  8.20 |          | 44.0          |        |        |        |
|GJ 1164A  |12 48 12.0|-24 48 33|  9.02 |K4/5 V    | 48.0          | 1.12   | 0.98   | 0.47   |
|GJ 1164B  |12 48 11.0|-24 48 22| 10.04 |K7        | 48.0          | 1.38   | 1.12   | 0.61   |
|GJ 2084AB |11 22 05.5|-24 46 40|  9.08 |K4 V  J   | 68.0          | 1.26   | 1.07   | 0.62   |
|NN 3203   |03 08 04.2|-24 46 09|  9.50 |m         | 68.0          |        |        | 0.66   |
|Gl 25B    |00 37 15.9|-24 46 00|  6.40 |G8 V      | 72.1          |        |        |        |
|Gl 25A    |00 37 15.9|-24 46 00|  6.23 |G7 V      | 72.1          | 0.72   | 0.20   | 0.27   |
|Gl 455.3  |12 08 24.7|-24 43 42|  4.02 |F2 III-IV | 70.7          | 0.32   |-0.02   | 0.20   |
|NN 3679   |11 38 59.8|-24 43 02|  6.41 |G6/8 V    | 75.0          | 0.82   | 0.32   |        |
|Gl 620    |16 23 08.7|-24 42 03| 10.23 |M1        | 66.0          | 1.47   | 1.18   | 0.75   |
|GJ 1032   |01 09 11.7|-24 41 25| 12.38 |dM2       | 52.0          | 1.53   | 1.28   | 1.06   |
|NN 3107   |01 42 38.6|-24 37 54| 12.02 |m         | 41.0          |        |        |        |
|Gl 413.1  |11 09 34.0|-24 35 35| 10.44 |M3        |102.1          | 1.53   | 1.10   | 0.96   |
|NN 3620   |10 46 37.0|-24 35 02|  9.39 |K5 V      | 40.0          | 1.16   | 1.00   | 0.46   |
|NN 3823   |14 02 48.1|-24 32 07| 12.15 |M0.5      | 42.0          | 1.70   |        | 0.96   |
|GJ 2021   |01 09 17.8|-24 30 19| 14.52 |m         | 65.0          |        |        | 1.38   |
|NN 3263   |04 07 19.9|-24 28 39| 12.40 |M3.5      | 81.0          |        |        | 1.19   |
|Gl 149A   |03 42 44.6|-24 27 43|  9.20 |K4        | 41.0          | 1.13   | 1.11   | 0.44   |
|Gl 149B   |03 42 46.6|-24 27 25| 15.60 |m         | 41.0          |        |        |        |
|Gl 329    |08 54 58.8|-24 23 48|  8.66 |K2/3 III  | 65.3          | 1.00   | 0.86   | 0.44   |
|Gl 530    |13 51 22.7|-24 23 13|  6.44 |G5 V      | 61.0          | 0.69   | 0.27   | 0.28   |
|Gl 565    |14 51 44.1|-24 17 54|  7.83 |K5 V      | 67.3          | 1.00   | 0.88   | 0.36   |
|Gl 511    |13 26 40.7|-24 17 34|  8.72 |K3 V      | 33.0          | 0.89   | 0.63   | 0.34   |
|Gl 59B    |01 32 57.0|-24 14 19| 12.77 |m         | 70.4          | 1.30   | 1.15   |        |
|Gl 59A    |01 33 15.0|-24 10 31|  6.97 |G8 V      | 70.4          | 0.76   | 0.32   | 0.38   |
|Gl 673.1  |17 26 22.4|-24 10 27|  4.17 |A9 V      | 44.2          | 0.28   | 0.12   | 0.14   |
|Gl 836    |21 38 57.3|-24 08 55| 13.43 |M3.5      | 71.7          | 1.56   | 1.04   | 1.24   |
|Gl 665.1  |17 18 07.1|-24 04 21|  6.59 |G3 V      | 43.0          | 0.62   |        |        |
|NN 4309B  |23 00 35.6|-23 57 53| 11.61 |M2        | 47.0          | 1.55   |        | 0.88   |
|NN 4308A  |23 00 32.6|-23 56 53| 11.57 |M1:       | 47.0          | 1.53   |        | 0.87   |
|Gl 770    |19 54 18.0|-23 56 06|  6.17 |K3/4 V    | 71.7          | 1.02   | 0.94   | 0.34   |
|Gl 364    |09 42 16.0|-23 55 08|  4.93 |F9 IV     | 82.0          | 0.53   | 0.01   | 0.28   |
|NN 3518   |08 55 22.4|-23 52 19| 14.00 |m         | 82.0          |        |        | 1.38   |
|NN 3671   |11 34 39.4|-23 52 12| 11.17 |M1        | 47.0          | 1.53   |        | 0.80   |
|NN 3389   |06 13 45.2|-23 51 50|  6.38 |G5 V      | 61.0          | 0.72   |        |        |
|NN 3111   |01 43 49.9|-23 51 14| 13.28 |m         | 45.0          |        |        |        |
|NN 4008   |17 29 08.0|-23 50 03|  9.66 |K5 V      | 45.0          | 1.29   |        | 0.55   |
|Gl 729    |18 49 47.7|-23 50 00| 10.46 |dM4.5e    |341.1          | 1.72   | 1.30   | 1.30   |
|Wo 9003   |00 07 31.0|-23 49 12|  8.70 |K0 V      | 26.0          | 0.80   | 0.35   |        |
|Gl 97     |02 22 31.6|-23 48 58|  5.20 |G1 V      | 83.0          | 0.60   | 0.12   | 0.24   |
|Gl 27.2   |00 40 30.7|-23 47 56|  6.15 |G3 V      | 40.1          | 0.71   | 0.21   | 0.26   |
|Gl 796    |20 40 09.5|-23 46 50|  6.36 |G8 V      | 70.1          | 0.72   | 0.22   | 0.26   |
|Gl 121    |03 02 23.9|-23 37 27|  4.08 |A4 IV     | 61.6          | 0.16   | 0.08   | 0.10   |
|NN 3819   |13 59 09.0|-23 33 27| 14.93 |f-g       | 48.0          | 0.32   |        |        |
|GJ 1048   |02 36 00.5|-23 31 16|  8.43 |K2 V      | 50.0          | 1.08   | 0.96   | 0.40   |
|NN 3056   |00 47 07.9|-23 30 26| 14.40 |m         | 54.0          |        |        | 1.32   |
|Gl 317    |08 41 00.6|-23 28 02| 11.98 |m         | 87.0          | 1.52   |        | 1.17   |
|Wo 9269   |08 33 47.1|-23 21 25|  7.21 |K1(IV)+G  | 39.0          | 0.74   | 0.38   |        |
|Gl 186    |05 03 20.9|-23 15 08|  9.28 |K5 V      | 50.2          | 1.28   | 1.23   | 0.63   |
|Gl 155    |03 46 51.7|-23 14 34|  4.22 |F3 III    | 56.1          | 0.42   | 0.01   | 0.14   |
|Gl 36     |00 49 24.7|-23 12 52|  7.16 |G9 V      | 62.5          | 0.78   | 0.32   | 0.29   |
|Gl 889A   |23 07 06.5|-23 09 22|  9.62 |K5 V      | 44.0          | 1.30   | 1.38   | 0.54   |
|Gl 889B   |23 07 14.5|-23 07 33| 13.65 |k-m       | 44.0          | 1.65   |        | 1.16   |
|GJ 1143B  |11 14 49.1|-23 05 58| 13.50 |          | 51.0          |        |        |        |
|GJ 1143A  |11 14 49.1|-23 05 58|  8.98 |K4 V      | 51.0          | 1.14   | 1.02   | 0.51   |
|NN 3260   |04 00 40.0|-23 04 49| 11.47 |M0        | 43.0          | 1.48   | 1.17   | 0.83   |
|Gl 40A    |00 51 31.6|-22 54 30|  8.96 |K5 V      | 69.2          | 1.29   | 1.12   | 0.55   |
|Gl 40B    |00 51 33.6|-22 54 24| 17.30 |m         | 69.2          |        |        |        |
|GJ 1033   |01 13 25.0|-22 54 07| 14.16 |          | 62.0          | 1.58   | 0.96   | 1.34   |
|Gl 416.1  |11 11 39.8|-22 49 25|  4.48 |A2 III    | 52.3          | 0.03   | 0.06   | 0.01   |
|GJ 2049   |06 21 55.9|-22 43 37| 10.76 |M1.5      | 76.0          | 1.44   | 1.23   | 0.98   |
|Wo 9637   |18 55 07.0|-22 40 14|  4.99 |K3 IIIa:  | 40.0          | 1.33   | 1.51   | 0.48   |
|Gl 314B   |08 39 09.3|-22 40 02|  6.80 |K0 V      | 63.3          |        |        |        |
|Gl 314A   |08 39 09.3|-22 40 02|  5.28 |G3 V      | 63.3          | 0.73   | 0.35   | 0.23   |
|Gl 884    |23 00 19.1|-22 31 29|  7.88 |K5/M0 V   |128.4          | 1.39   | 1.24   | 0.60   |
|Wo 9812A  |23 09 55.0|-22 27 25|  5.11 |G2 V      | 21.0          | 0.65   | 0.39   |        |
|Wo 9812B  |23 09 55.0|-22 27 25|  5.90 |A3 (IV)   | 21.0          |        |        |        |
|Gl 216A   |05 44 29.2|-22 26 36|  3.58 |F6 V      |124.9          | 0.47   | 0.01   | 0.16   |
|Gl 79     |01 52 45.8|-22 26 08|  8.90 |K5/M0 V   | 83.7          | 1.41   | 1.25   | 0.68   |
